gene	ontology	GO_id	GO_name
fig|999419.3.peg.3|HMPREF1077_00005	MF	GO:0030246	carbohydrate binding
fig|999419.3.peg.3|HMPREF1077_00005	BP	GO:0006517	protein deglycosylation
fig|999419.3.peg.3|HMPREF1077_00005	CC	GO:0005829	cytosol
fig|999419.3.peg.5|HMPREF1077_00007	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.6|HMPREF1077_00008	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.8|HMPREF1077_00010	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.8|HMPREF1077_00010	BP	GO:0006508	proteolysis
fig|999419.3.peg.8|HMPREF1077_00010	CC	GO:0005737	cytoplasm
fig|999419.3.peg.9|HMPREF1077_00011	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.9|HMPREF1077_00011	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.10|HMPREF1077_00013	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.11|HMPREF1077_00014	CC	GO:0009279	cell outer membrane
fig|999419.3.peg.12|HMPREF1077_00015	BP	GO:0007218	neuropeptide signaling pathway
fig|999419.3.peg.14|HMPREF1077_00017	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.14|HMPREF1077_00017	BP	GO:0006508	proteolysis
fig|999419.3.peg.14|HMPREF1077_00017	CC	GO:0005737	cytoplasm
fig|999419.3.peg.15|HMPREF1077_00018	MF	GO:0003676	nucleic acid binding
fig|999419.3.peg.15|HMPREF1077_00018	BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis
fig|999419.3.peg.15|HMPREF1077_00018	CC	GO:0005829	cytosol
fig|999419.3.peg.16|HMPREF1077_00019	MF	GO:0015293	symporter activity
fig|999419.3.peg.16|HMPREF1077_00019	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.16|HMPREF1077_00019	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.17|HMPREF1077_00020	MF	GO:0015297	antiporter activity
fig|999419.3.peg.17|HMPREF1077_00020	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.17|HMPREF1077_00020	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.18|HMPREF1077_00021	MF	GO:0036055	protein-succinyllysine desuccinylase activity
fig|999419.3.peg.18|HMPREF1077_00021	BP	GO:0036047	peptidyl-lysine demalonylation
fig|999419.3.peg.18|HMPREF1077_00021	CC	GO:0005737	cytoplasm
fig|999419.3.peg.19|HMPREF1077_00022	MF	GO:0003824	catalytic activity
fig|999419.3.peg.20|HMPREF1077_00023	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.21|HMPREF1077_00025	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.21|HMPREF1077_00025	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.22|HMPREF1077_00026	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	CC	GO:0016020	membrane
fig|999419.3.peg.23|HMPREF1077_00027	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.23|HMPREF1077_00027	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.24|HMPREF1077_00028	MF	GO:0004252	serine-type endopeptidase activity
fig|999419.3.peg.24|HMPREF1077_00028	BP	GO:0006508	proteolysis
fig|999419.3.peg.24|HMPREF1077_00028	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.25|HMPREF1077_00029	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.25|HMPREF1077_00029	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.25|HMPREF1077_00029	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.26|HMPREF1077_00030	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.26|HMPREF1077_00030	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.26|HMPREF1077_00030	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.27|HMPREF1077_00031	MF	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
fig|999419.3.peg.27|HMPREF1077_00031	BP	GO:0016114	terpenoid biosynthetic process
fig|999419.3.peg.28|HMPREF1077_00032	MF	GO:0004003	ATP-dependent DNA helicase activity
fig|999419.3.peg.28|HMPREF1077_00032	BP	GO:0032508	DNA duplex unwinding
fig|999419.3.peg.29|HMPREF1077_00033	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.29|HMPREF1077_00033	BP	GO:0006508	proteolysis
fig|999419.3.peg.31|HMPREF1077_00035	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.31|HMPREF1077_00035	MF	GO:0016853	isomerase activity
fig|999419.3.peg.31|HMPREF1077_00035	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	MF	GO:0004807	triose-phosphate isomerase activity
fig|999419.3.peg.32|HMPREF1077_00036	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	CC	GO:0005737	cytoplasm
fig|999419.3.peg.33|HMPREF1077_00037	MF	GO:0042834	peptidoglycan binding
fig|999419.3.peg.33|HMPREF1077_00037	BP	GO:0051301	cell division
fig|999419.3.peg.34|HMPREF1077_00038	MF	GO:0003934	GTP cyclohydrolase I activity
fig|999419.3.peg.553	MF	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters	0.3797406769239597	0.394176744919	15
fig|999419.3.peg.2037|HMPREF1077_01986	CC	0005622	intracellular	0.5733176498277068	0.414642161813	3
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0042578	phosphoric ester hydrolase activity	2.8212093632612163	0.548584542056	4
fig|999419.3.peg.2037|HMPREF1077_01986	CC	0044464	cell part	0.3950454039699798	0.395962029638	4
fig|999419.3.peg.2037|HMPREF1077_01986	BP	0044237	cellular metabolic process	0.3939773506578688	0.39583857714	4
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0016788	hydrolase activity, acting on ester bonds	1.9235028490609083	0.50607846833	5
fig|999419.3.peg.2037|HMPREF1077_01986	CC	0005623	cell	0.37775733734641725	0.393942775918	5
fig|999419.3.peg.2037|HMPREF1077_01986	BP	0009987	cellular process	0.2830899517980677	0.381955399665	5
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0046872	metal ion binding	1.1460464090144025	0.460141764925	6
fig|999419.3.peg.2037|HMPREF1077_01986	BP	0008152	metabolic process	0.21554517335081538	0.372111775763	6
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0043169	cation binding	1.1392899262349687	0.459682886431	7
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0000166	nucleotide binding	0.9766050876959773	0.448191477545	8
fig|999419.3.peg.2037|HMPREF1077_01986	MF	1901265	nucleoside phosphate binding	0.9766050490547197	0.448191474706	9
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0016787	hydrolase activity	0.9577289747193531	0.446797988315	10
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0036094	small molecule binding	0.9098517660964331	0.443200690174	11
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0043167	ion binding	0.71478208695837	0.427459029528	12
fig|999419.3.peg.2037|HMPREF1077_01986	MF	1901363	heterocyclic compound binding	0.4916081826335945	0.406506654885	13
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0097159	organic cyclic compound binding	0.49148534834459756	0.406493935274	14
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0005488	binding	0.366680661819401	0.392624644215	15
fig|999419.3.peg.2037|HMPREF1077_01986	MF	0003824	catalytic activity	0.268734834437916	0.379971158247	16
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0008915	lipid-A-disaccharide synthase activity	4.354533446880553	0.607696374305	1
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0009245	lipid A biosynthetic process	3.2132688518012396	0.564979610675	1
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0005829	cytosol	0.021609353899282112	0.326044574782	1
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0008194	UDP-glycosyltransferase activity	3.236912211318902	0.565935429503	2
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0046493	lipid A metabolic process	3.2129992014104456	0.564968689403	2
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0044444	cytoplasmic part	0.007447874724262055	0.317230915399	2
fig|999419.3.peg.2038|HMPREF1077_01987	BP	1901271	lipooligosaccharide biosynthetic process	3.2066732655761423	0.564712347255	3
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0016758	transferase activity, transferring hexosyl groups	2.6398126444195826	0.54061370366	3
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0005737	cytoplasm	0.0049929063439909755	0.314959904686	3
fig|999419.3.peg.2038|HMPREF1077_01987	BP	1901269	lipooligosaccharide metabolic process	3.206406977545685	0.56470155108	4
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0016757	transferase activity, transferring glycosyl groups	2.152054757920447	0.517706705395	4
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0044424	intracellular part	0.00420073797645865	0.31411086217	4
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0009247	glycolipid biosynthetic process	3.048447428371168	0.558216348724	5
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0016740	transferase activity	0.847148937698227	0.438343087885	5
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0005622	intracellular	0.004200729595715799	0.314110852783	5
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0006664	glycolipid metabolic process	3.036264411635518	0.557709256829	6
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0003824	catalytic activity	0.23000400943875926	0.374336080671	6
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0044464	cell part	0.0028945191563645454	0.312511866816	6
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0046467	membrane lipid biosynthetic process	3.0328576407458194	0.557567275372	7
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0005543	phospholipid binding	0.03007908419435431	0.329882504546	7
fig|999419.3.peg.2038|HMPREF1077_01987	CC	0005623	cell	0.0027678485521364527	0.312339022303	7
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0009312	oligosaccharide biosynthetic process	3.017119653847911	0.55691033751	8
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0008289	lipid binding	0.026123264793328778	0.328168230367	8
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0006643	membrane lipid metabolic process	2.9751111646044173	0.555148373298	9
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0043168	anion binding	0.007561046683772869	0.31732576135	9
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0009311	oligosaccharide metabolic process	2.9097333050089875	0.552381294528	10
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0043167	ion binding	0.005237247219017015	0.315207953778	10
fig|999419.3.peg.2038|HMPREF1077_01987	BP	1903509	liposaccharide metabolic process	2.809615147176284	0.548082884633	11
fig|999419.3.peg.2038|HMPREF1077_01987	MF	0005488	binding	0.0026866891482310237	0.312226192582	11
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0008654	phospholipid biosynthetic process	2.4488286028307957	0.53191961048	12
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0006644	phospholipid metabolic process	2.3493541197012897	0.527256794729	13
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0016051	carbohydrate biosynthetic process	2.258800141835646	0.522925511209	14
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0008610	lipid biosynthetic process	2.0275834065064386	0.511454980745	15
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0044255	cellular lipid metabolic process	1.9319168369493034	0.506518433128	16
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0006629	lipid metabolic process	1.813341983492827	0.500226881967	17
fig|999419.3.peg.2038|HMPREF1077_01987	BP	1901137	carbohydrate derivative biosynthetic process	1.6038344905524209	0.488585036688	18
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0090407	organophosphate biosynthetic process	1.5683202202289148	0.486537724183	19
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0005975	carbohydrate metabolic process	1.54746052988766	0.485324395501	20
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0019637	organophosphate metabolic process	1.283651291979869	0.46920918374	21
fig|999419.3.peg.2038|HMPREF1077_01987	BP	1901135	carbohydrate derivative metabolic process	1.2499140016498542	0.467032950732	22
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0006796	phosphate-containing compound metabolic process	1.0289369007733304	0.451985837189	23
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0006793	phosphorus metabolic process	1.0194116245130065	0.451302510402	24
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0044249	cellular biosynthetic process	0.6928475108000577	0.425560795066	25
fig|999419.3.peg.2038|HMPREF1077_01987	BP	1901576	organic substance biosynthetic process	0.6821424780071897	0.424623463716	26
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0009058	biosynthetic process	0.6606758272567772	0.422721417095	27
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0044238	primary metabolic process	0.355133407800427	0.391229138687	28
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0044237	cellular metabolic process	0.3371962197193469	0.38901560584	29
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0071704	organic substance metabolic process	0.30964174921671034	0.385497211489	30
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0009987	cellular process	0.2422902266524848	0.37617177443	31
fig|999419.3.peg.2038|HMPREF1077_01987	BP	0008152	metabolic process	0.18448019286205786	0.367065080657	32
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0016987	sigma factor activity	4.518607168241494	0.613351868085	1
fig|999419.3.peg.2040|HMPREF1077_01989	BP	2000142	regulation of DNA-templated transcription, initiation	4.3791958291175	0.608553189605	1
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0043254	regulation of protein complex assembly	4.273585778429531	0.60486692008	2
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0003700	DNA-binding transcription factor activity	2.7595150977333143	0.545903165788	2
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0006352	DNA-templated transcription, initiation	4.213511993827946	0.602749730593	3
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0140110	transcription regulator activity	2.729207447472729	0.544574946135	3
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0044087	regulation of cellular component biogenesis	4.120163104908463	0.59942964484	4
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0003677	DNA binding	1.8251642495776537	0.500863225097	4
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0051128	regulation of cellular component organization	3.4043591824725365	0.572607149622	5
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0003676	nucleic acid binding	1.2499619954028829	0.467036067303	5
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0006351	transcription, DNA-templated	3.3688224188288314	0.571205192837	6
fig|999419.3.peg.2040|HMPREF1077_01989	MF	1901363	heterocyclic compound binding	0.7261325584683731	0.428429874224	6
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0097659	nucleic acid-templated transcription	3.294261512043899	0.568239460478	7
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0097159	organic cyclic compound binding	0.7259511254091039	0.428414415551	7
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0032774	RNA biosynthetic process	3.212764413820521	0.564959179756	8
fig|999419.3.peg.2040|HMPREF1077_01989	MF	0005488	binding	0.5075961838157156	0.408148879391	8
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0034654	nucleobase-containing compound biosynthetic process	2.1921955646393565	0.519684061682	9
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0016070	RNA metabolic process	2.166994564691906	0.518444784936	10
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0006355	regulation of transcription, DNA-templated	2.1182003849738815	0.516024639937	11
fig|999419.3.peg.2040|HMPREF1077_01989	BP	1903506	regulation of nucleic acid-templated transcription	2.114479163822474	0.515838932436	12
fig|999419.3.peg.2040|HMPREF1077_01989	BP	2001141	regulation of RNA biosynthetic process	2.0893710405934476	0.514581617165	13
fig|999419.3.peg.2040|HMPREF1077_01989	BP	2000112	regulation of cellular macromolecule biosynthetic process	2.0786062296841976	0.514040245258	14
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0051252	regulation of RNA metabolic process	2.077180136912729	0.513968420727	15
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0019219	regulation of nucleobase-containing compound metabolic process	2.062495734407266	0.513227408434	16
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0010556	regulation of macromolecule biosynthetic process	2.0506670675045213	0.512628583439	17
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0031326	regulation of cellular biosynthetic process	2.0484038000912173	0.512513809102	18
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0009889	regulation of biosynthetic process	2.047372280406622	0.51246147786	19
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0051171	regulation of nitrogen compound metabolic process	1.998273879213403	0.509955178075	20
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0010468	regulation of gene expression	1.9970933540433033	0.509894539564	21
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0080090	regulation of primary metabolic process	1.9943253466161288	0.509752288589	22
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0031323	regulation of cellular metabolic process	1.9805875628769198	0.509044823305	23
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0060255	regulation of macromolecule metabolic process	1.9482358403556317	0.507369026128	24
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0019438	aromatic compound biosynthetic process	1.9480592635577922	0.507359841547	25
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0019222	regulation of metabolic process	1.92520605508135	0.506167606	26
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0018130	heterocycle biosynthetic process	1.9129313216610702	0.50552432017	27
fig|999419.3.peg.2040|HMPREF1077_01989	BP	1901362	organic cyclic compound biosynthetic process	1.8770608594530442	0.503632524194	28
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0090304	nucleic acid metabolic process	1.664337955996797	0.492021391463	29
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0034645	cellular macromolecule biosynthetic process	1.6302154058690106	0.490091198849	30
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0010467	gene expression	1.620996843871825	0.489566279508	31
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0009059	macromolecule biosynthetic process	1.6101946039840278	0.488949280171	32
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0050794	regulation of cellular process	1.5795692775838952	0.487188690779	33
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0050789	regulation of biological process	1.5340321187898691	0.484538984989	34
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0065007	biological regulation	1.4682195712112291	0.480639000647	35
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0044271	cellular nitrogen compound biosynthetic process	1.3977803869492342	0.476366711419	36
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0006139	nucleobase-containing compound metabolic process	1.285542808408087	0.469330344868	37
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0006725	cellular aromatic compound metabolic process	1.1692410829161337	0.46170686775	38
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0046483	heterocycle metabolic process	1.1674704113567393	0.461587938929	39
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0044260	cellular macromolecule metabolic process	1.1626116354390963	0.461261130599	40
fig|999419.3.peg.2040|HMPREF1077_01989	BP	1901360	organic cyclic compound metabolic process	1.1468937353774464	0.460199217036	41
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0044249	cellular biosynthetic process	1.1206153345947298	0.458407442643	42
fig|999419.3.peg.2040|HMPREF1077_01989	BP	1901576	organic substance biosynthetic process	1.1033009562964307	0.457215370352	43
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0009058	biosynthetic process	1.068580678546535	0.454796399654	44
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0034641	cellular nitrogen compound metabolic process	0.9319953565058106	0.444875944374	45
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0043170	macromolecule metabolic process	0.9278692817249778	0.444565310858	46
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0006807	nitrogen compound metabolic process	0.6342672186185704	0.420338579812	47
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0044238	primary metabolic process	0.5743947064895901	0.41474538415	48
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0044237	cellular metabolic process	0.5453830008691755	0.411930273816	49
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0071704	organic substance metabolic process	0.5008162503207949	0.407455676428	50
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0009987	cellular process	0.39188153118379454	0.395595841474	51
fig|999419.3.peg.2040|HMPREF1077_01989	BP	0008152	metabolic process	0.29837926791639136	0.384014198229	52
fig|999419.3.peg.2041|HMPREF1077_01990	CC	0016021	integral component of membrane	0.8320808955251894	0.437149215942	1
fig|999419.3.peg.2041|HMPREF1077_01990	CC	0031224	intrinsic component of membrane	0.830123847856176	0.436993364495	2
fig|999419.3.peg.2041|HMPREF1077_01990	CC	0044425	membrane part	0.8035306357265989	0.434857091755	3
fig|999419.3.peg.2041|HMPREF1077_01990	CC	0016020	membrane	0.6939837193638464	0.425659854971	4
fig|999419.3.peg.2042|HMPREF1077_01991	CC	0016021	integral component of membrane	0.8316626101108205	0.437115920778	1
fig|999419.3.peg.2042|HMPREF1077_01991	CC	0031224	intrinsic component of membrane	0.8297065462457853	0.436960108509	2
fig|999419.3.peg.2042|HMPREF1077_01991	CC	0044425	membrane part	0.803126702471154	0.434824372787	3
fig|999419.3.peg.2042|HMPREF1077_01991	CC	0016020	membrane	0.6936348551257892	0.42562944801	4
fig|999419.3.peg.2043|HMPREF1077_01992	MF	0016787	hydrolase activity	2.250094430327484	0.52250457038	1
fig|999419.3.peg.2043|HMPREF1077_01992	MF	0003824	catalytic activity	0.6313672971843883	0.420073922449	2
fig|999419.3.peg.2044|HMPREF1077_01993	MF	0016491	oxidoreductase activity	1.076814954500448	0.455373596752	1
fig|999419.3.peg.2044|HMPREF1077_01993	BP	0055114	oxidation-reduction process	0.9584667503101384	0.446852709561	1
fig|999419.3.peg.2044|HMPREF1077_01993	MF	0050112	inositol 2-dehydrogenase activity	0.5239141399008957	0.409798538373	2
fig|999419.3.peg.2044|HMPREF1077_01993	BP	0008152	metabolic process	0.19517791528835401	0.368847827673	2
fig|999419.3.peg.2044|HMPREF1077_01993	MF	0004022	alcohol dehydrogenase (NAD) activity	0.4451613882260573	0.401578043717	3
fig|999419.3.peg.2044|HMPREF1077_01993	MF	0003824	catalytic activity	0.24334158791663338	0.376326674024	4
fig|999419.3.peg.2044|HMPREF1077_01993	MF	0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.2359506003757116	0.375230532011	5
fig|999419.3.peg.2044|HMPREF1077_01993	MF	0016614	oxidoreductase activity, acting on CH-OH group of donors	0.22720663571148883	0.373911318359	6
fig|999419.3.peg.2045|HMPREF1077_01994	CC	0016021	integral component of membrane	0.8320527916581845	0.43714697916	1
fig|999419.3.peg.2045|HMPREF1077_01994	CC	0031224	intrinsic component of membrane	0.8300958100892436	0.436991130345	2
fig|999419.3.peg.2045|HMPREF1077_01994	CC	0044425	membrane part	0.803503496156105	0.434854893683	3
fig|999419.3.peg.2045|HMPREF1077_01994	CC	0016020	membrane	0.693960279784525	0.42565781222	4
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0019646	aerobic electron transport chain	3.489499832804628	0.575936547233	1
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0070069	cytochrome complex	2.8610219138467485	0.550299347415	1
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0009055	electron transfer activity	1.737087536984548	0.49607159148	1
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0022904	respiratory electron transport chain	2.3789972617882036	0.528656456549	2
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0016491	oxidoreductase activity	1.0083751070368467	0.450506764989	2
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0032991	protein-containing complex	0.8532417428460978	0.438822816083	2
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0009060	aerobic respiration	1.8931765850698101	0.504484678267	3
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0016021	integral component of membrane	0.27861955511420705	0.381342985493	3
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0003824	catalytic activity	0.2278753640413427	0.374013096995	3
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0045333	cellular respiration	1.7279582921364407	0.495568053355	4
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0031224	intrinsic component of membrane	0.27796424412964993	0.381252800586	4
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	0.036837016973368664	0.332568195175	4
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0015980	energy derivation by oxidation of organic compounds	1.7026485557592956	0.494165056427	5
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0044425	membrane part	0.2690595943865214	0.380016626258	5
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0016679	oxidoreductase activity, acting on diphenols and related substances as donors	0.03016511643104511	0.329918492348	5
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0022900	electron transport chain	1.589536520058943	0.487763546436	6
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0016020	membrane	0.23237816922069224	0.374694558623	6
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0020037	heme binding	0.01753229213965733	0.323925868419	6
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0006091	generation of precursor metabolites and energy	1.4625551088683746	0.480299282067	7
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0046906	tetrapyrrole binding	0.017161312842204946	0.323721373376	7
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0005886	plasma membrane	0.010629627183037445	0.3196701321	7
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0055114	oxidation-reduction process	0.8975488387265358	0.442261106672	8
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0048037	cofactor binding	0.010965820401884844	0.319905026477	8
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0071944	cell periphery	0.01011885448962863	0.319306033478	8
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0044237	cellular metabolic process	0.33407552985449046	0.388624536096	9
fig|999419.3.peg.2046|HMPREF1077_01995	MF	1901363	heterocyclic compound binding	0.0041835921174185366	0.314091636703	9
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0044464	cell part	0.003150727047510963	0.312850270202	9
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0009987	cellular process	0.2400478745427919	0.375840276503	10
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0097159	organic cyclic compound binding	0.004182546795999265	0.314090463322	10
fig|999419.3.peg.2046|HMPREF1077_01995	CC	0005623	cell	0.0030128442154044813	0.312669938212	10
fig|999419.3.peg.2046|HMPREF1077_01995	BP	0008152	metabolic process	0.18277286213156943	0.366775821084	11
fig|999419.3.peg.2046|HMPREF1077_01995	MF	0005488	binding	0.0029245010000961847	0.312552220805	11
fig|999419.3.peg.2047|HMPREF1077_01996	BP	0055114	oxidation-reduction process	0.9580817948405842	0.446824159818	1
fig|999419.3.peg.2047|HMPREF1077_01996	CC	0016021	integral component of membrane	0.30020113955881483	0.384255971701	1
